POLICY_NO,POLICY_NAME,RECEIPT_DATE,PAYMENT_MODE,CHEQUE_NO,CHEQUE_DATE,CHEQUE_AMT,EXCESS_PREMIUM_PAID,PREMIUM_AMT,DEPOSIT_AMT,SERVICE_TAX,EDU_CESS,TOTAL_PREMIUM,TOTAL_FUND_VALUE,PAYABLE_BY,PREMIUM_PAY_FREQUENCY,PREMIUM_PAYMENT,ANNUAL_PREMIUM,POLICY_STATUS,REASON,REMERK,DUE_DATE,NEXT_PREMIUM_DUE_DATE,TOT_PREMIUM,LIFE_ASSURED_NAME,CUSTOMER_ID,RECEIPT_NO,BASE_PLAN_PRODUCT_NAME,BASE_PREMIUM_PAID,BASE_PREMIUM_PAID_TAX,BASE_PREMIUM_DUE,BASE_PREMIUM_TAX_SECTION,RIDER_NAME_1,RIDER_PREMIUM_PAID_1,RIDER_PREMIUM_PAID_1_TAX,RIDER_PREMIUM_DUE_1,RIDER_TAX_SECTION_1,PROCESSED_FLAG,PROCESSED_DATE,INSER_DT_TM
7366,LifePayMoneyBack,26/01/1999,cash,131160251,20/06/2019,9194,15143,12129,8240,585,173,27272,315608,LifePayMoneyBack,half-yearly,32462,389544,PREMIUM,Health,Please-pay-your-installment,18100,02/07/2020,44591,Sona,7411,3794,Car-Insurance,39232,3681,24232,80BB,Critical-illness-rider,42422,-47578,37422,50BC,TRUE,07/12/2020,29/07/2020
7367,HeartBeat,23/02/1997,email,886102490,02/12/2019,8123,14788,10732,5792,1861,189,25520,261035,iHealthPlan,half-yearly,23447,281364,PREMIUM,Health,Please-pay-your-installment,18238,28/09/2020,34179,Surendra,7514,4424,Health-Insurance,27817,3270,12817,80CCC,Accidental-death-benefit-rider,37455,-52545,32455,80CCC,TRUE,15/04/2020,29/02/2020
7368,LifePayMoneyBack,04/09/2014,email,154598787,23/02/2019,8645,18266,11254,14862,1498,150,29520,60518,HealthSuraksha,yearly,266452,3197424,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18061,18/10/2020,277706,Raja,4048,9668,Health-Insurance,45413,2018,30413,120CC,Accidental-death-benefit-rider,38569,-51431,33569,50BC,TRUE,28/01/2020,04/08/2020
7369,iHealthPlan,27/02/1998,cash,892532326,24/02/2019,1078,17015,16779,9163,640,135,33794,196329,iHealthPlan,half-yearly,468746,5624952,PREMIUM,Personal-liberty,Its Good,18020,25/07/2020,485525,Shubham,2199,9232,Life-Cover,25620,4614,10620,80CCC,Critical-illness-rider,23955,-66045,18955,150CB,TRUE,24/12/2020,09/08/2020
7370,iHealthPlan,29/09/1996,online,620738078,25/04/2019,2269,15741,14964,17650,1238,165,30705,153367,HeartBeat,quarterly ,397972,4775664,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18149,21/10/2020,412936,Sona,1157,3044,Life-Cover,34827,1774,19827,120CC,Accidental-death-benefit-rider,15259,-74741,10259,150CB,FALSE,25/09/2020,22/01/2020
7371,HealthSuraksha,04/12/1997,email,155963448,13/03/2019,6933,17276,18099,7737,996,134,35375,315812,iHealthPlan,yearly,379083,4548996,PREMIUM,Personal-liberty,Its Good,18195,29/02/2020,397182,Sona,5724,726,Car-Insurance,36399,3365,21399,80BB,Accidental-death-benefit-rider,21812,-68188,16812,50BC,FALSE,13/05/2020,07/05/2020
7372,HeartBeat,10/06/2002,online,729253553,29/06/2019,8937,13191,11818,11926,837,145,25009,106125,iHealthPlan,quarterly ,108251,1299012,PREMIUM,Personal-liberty,Please-pay-your-installment,18132,08/03/2020,120069,Raja,1610,6003,Life-Cover,44725,3196,29725,80CCC,Accidental-death-benefit-rider,24450,-65550,19450,150CB,FALSE,31/03/2020,05/09/2020
7373,iHealthPlan,10/06/1995,cash,116393100,21/02/2019,1534,12813,18116,4224,1237,132,30929,261863,HealthSuraksha,half-yearly,306673,3680076,NON-PREMIUM,educational ,Please-pay-your-installment,18136,15/05/2020,324789,Sona,2836,6672,Life-Cover,28772,4358,13772,120CC,Accidental-death-benefit-rider,18822,-71178,13822,80CCC,TRUE,21/01/2020,24/06/2020
7374,LifePayMoneyBack,03/11/1998,cash,282467141,21/12/2019,9166,17589,17645,7056,924,101,35234,267599,iHealthPlan,quarterly ,241882,2902584,PREMIUM,Personal-liberty,Its Good,18029,26/12/2020,259527,Raja,8129,9427,Property-Insurance,24128,4508,9128,120CC,Disability-rider,32482,-57518,27482,50BC,FALSE,24/05/2020,25/07/2020
7375,HealthSuraksha,10/02/1998,online,194228584,15/11/2019,2591,14654,14057,3046,1645,194,28711,290122,LifePayMoneyBack,quarterly ,260858,3130296,NON-PREMIUM,Health,Its Good,17898,18/10/2020,274915,Surendra,2893,5364,Property-Insurance,37425,3072,22425,80CCC,Disability-rider,48452,-41548,43452,50BC,TRUE,21/10/2020,01/03/2020
7376,HealthSuraksha,29/12/2003,online,788380020,16/09/2019,9584,11472,18944,12215,1123,105,30416,220906,LifePayMoneyBack,half-yearly,191603,2299236,NON-PREMIUM,educational ,Its Good,18009,21/07/2020,210547,Sona,5253,7103,Car-Insurance,31347,2663,16347,120CC,Accidental-death-benefit-rider,15555,-74445,10555,150CB,TRUE,27/06/2020,04/10/2020
7377,LifePayMoneyBack,18/09/2010,cash,492879380,13/08/2019,5037,16935,16294,2763,204,143,33229,318198,HeartBeat,half-yearly,416376,4996512,PREMIUM,Personal-liberty,Please-pay-your-installment,18085,06/04/2020,432670,Sourabh,1291,4524,Life-Cover,36724,2848,21724,80CCC,Term-rider,35374,-54626,30374,80CCC,FALSE,21/09/2020,11/12/2020
7378,LifePayMoneyBack,28/09/2013,email,974088034,24/05/2019,8907,12297,15341,15177,250,101,27638,439346,iHealthPlan,half-yearly,173637,2083644,PREMIUM,Personal-liberty,Please-pay-your-installment,18060,24/04/2020,188978,Raja,7847,8052,Property-Insurance,44926,2046,29926,80BB,Disability-rider,26041,-63959,21041,150CB,TRUE,16/09/2020,01/05/2020
7379,HealthSuraksha,02/10/1994,cash,605057638,09/10/2019,2814,17977,17896,14992,1440,142,35873,114177,iHealthPlan,half-yearly,92154,1105848,PREMIUM,Personal-liberty,Its Good,18033,02/01/2020,110050,Raja,2918,697,Life-Cover,49193,3384,34193,80BB,Term-rider,31801,-58199,26801,150CB,FALSE,12/03/2020,21/05/2020
7380,HeartBeat,01/07/2017,email,191939561,05/01/2019,3545,18372,16263,7523,1715,190,34635,176101,iHealthPlan,half-yearly,410490,4925880,PREMIUM,Health,Its Good,18009,15/06/2020,426753,Surendra,7292,3366,Health-Insurance,26057,3871,11057,80BB,Disability-rider,44610,-45390,39610,150CB,FALSE,27/01/2020,22/02/2020
7381,HeartBeat,18/11/2002,email,500500273,04/12/2019,1554,14845,14148,11863,757,101,28993,365931,LifePayMoneyBack,half-yearly,419549,5034588,NON-PREMIUM,Personal-liberty,Its Good,18209,26/05/2020,433697,Shubham,4797,3684,Life-Cover,22339,3554,7339,80BB,Accidental-death-benefit-rider,22735,-67265,17735,150CB,TRUE,22/08/2020,26/12/2020
7382,iHealthPlan,25/01/2018,online,638573158,12/06/2019,3748,13664,18127,11792,1198,188,31791,298988,HealthSuraksha,yearly,403707,4844484,NON-PREMIUM,educational ,Its Good,18100,07/02/2020,421834,Sona,8993,5591,Health-Insurance,27593,2063,12593,80BB,Critical-illness-rider,31688,-58312,26688,150CB,FALSE,20/03/2020,23/04/2020
7383,HealthSuraksha,10/06/1990,email,403758326,18/07/2019,7928,11340,11068,11769,486,115,22408,420355,iHealthPlan,quarterly ,415516,4986192,PREMIUM,educational ,Please-pay-your-installment,17930,25/02/2020,426584,Surendra,1616,8942,Car-Insurance,44443,4984,29443,80CCC,Term-rider,34690,-55310,29690,150CB,FALSE,15/12/2020,27/02/2020
7384,iHealthPlan,10/06/2006,email,863703296,30/01/2019,3822,16155,17678,12510,1127,186,33833,86901,HeartBeat,yearly,31719,380628,NON-PREMIUM,educational ,Its Good,18089,01/04/2020,49397,Sona,2471,4838,Property-Insurance,47356,1847,32356,80BB,Critical-illness-rider,13296,-76704,8296,50BC,FALSE,30/04/2020,19/09/2020
7385,iHealthPlan,28/09/2017,email,160374868,23/02/2019,2664,17689,12465,9379,1278,172,30154,256112,HeartBeat,quarterly ,479064,5748768,NON-PREMIUM,educational ,Please-pay-your-installment,17917,25/11/2020,491529,Surendra,1244,4381,Property-Insurance,29109,4928,14109,80BB,Accidental-death-benefit-rider,10751,-79249,5751,80CCC,TRUE,19/03/2020,20/09/2020
7386,HeartBeat,30/09/2010,online,130112757,17/09/2019,8458,19472,15352,6015,805,108,34824,163663,iHealthPlan,yearly,373052,4476624,PREMIUM,Personal-liberty,Please-pay-your-installment,18013,14/07/2020,388404,Shubham,3940,2145,Property-Insurance,43811,2035,28811,80BB,Disability-rider,47330,-42670,42330,80CCC,TRUE,30/11/2020,28/04/2020
7387,iHealthPlan,09/08/2015,cash,382324049,07/03/2019,1072,14320,13687,15984,186,109,28007,204203,HeartBeat,yearly,193260,2319120,NON-PREMIUM,Personal-liberty,Its Good,17905,04/06/2020,206947,Surendra,5015,7693,Car-Insurance,29645,4722,14645,120CC,Critical-illness-rider,19939,-70061,14939,150CB,FALSE,17/01/2020,10/09/2020
7388,LifePayMoneyBack,08/06/2013,email,395905176,10/10/2019,7382,18134,17452,1094,1389,106,35586,305868,HealthSuraksha,yearly,280151,3361812,PREMIUM,Personal-liberty,Its Good,18094,19/09/2020,297603,Raja,874,8071,Property-Insurance,46111,3006,31111,80BB,Term-rider,28945,-61055,23945,80CCC,FALSE,20/10/2020,30/03/2020
7389,HealthSuraksha,25/02/2007,online,969339684,10/06/2019,7393,11919,18079,16493,920,190,29998,497171,HeartBeat,half-yearly,209531,2514372,PREMIUM,Health,Its Good,18107,05/02/2020,227610,Sourabh,755,7352,Property-Insurance,28254,4625,13254,120CC,Accidental-death-benefit-rider,34427,-55573,29427,150CB,TRUE,10/04/2020,15/04/2020
7390,HeartBeat,15/02/1994,online,900477811,07/07/2019,8884,12820,14365,7978,1020,160,27185,266190,iHealthPlan,yearly,20015,240180,PREMIUM,Health,Its Good,18124,20/07/2020,34380,Raja,4884,3009,Car-Insurance,46167,3032,31167,80BB,Critical-illness-rider,12576,-77424,7576,150CB,FALSE,04/10/2020,16/09/2020
7391,HeartBeat,20/09/1999,online,932353874,24/09/2019,3658,13072,11073,10164,1205,126,24145,436012,LifePayMoneyBack,yearly,133651,1603812,PREMIUM,educational ,Please-pay-your-installment,18029,23/09/2020,144724,Surendra,1896,23,Health-Insurance,40187,3160,25187,80CCC,Critical-illness-rider,11455,-78545,6455,50BC,FALSE,27/07/2020,26/09/2020
7392,LifePayMoneyBack,29/01/2010,online,974560775,11/01/2019,7289,11634,14918,15941,1713,199,26552,302125,LifePayMoneyBack,quarterly ,296207,3554484,PREMIUM,Personal-liberty,Its Good,18121,11/07/2020,311125,Surendra,4135,1876,Car-Insurance,44548,2199,29548,80BB,Disability-rider,19949,-70051,14949,80CCC,TRUE,19/12/2020,17/06/2020
7393,HeartBeat,25/02/2009,email,581644155,23/01/2019,5688,11807,17056,11855,1162,115,28863,245966,HealthSuraksha,quarterly ,205284,2463408,NON-PREMIUM,Personal-liberty,Its Good,18144,31/03/2020,222340,Sourabh,7338,1183,Car-Insurance,32397,4122,17397,80CCC,Critical-illness-rider,13942,-76058,8942,50BC,TRUE,17/07/2020,26/08/2020
7394,HeartBeat,03/06/1993,email,820722693,05/10/2019,7063,11423,14308,12521,755,110,25731,77175,HealthSuraksha,half-yearly,291617,3499404,PREMIUM,Health,Please-pay-your-installment,18140,30/03/2020,305925,Raja,326,5977,Property-Insurance,45183,4500,30183,120CC,Disability-rider,20887,-69113,15887,50BC,TRUE,05/01/2020,07/12/2020
7395,HeartBeat,17/06/2015,email,326537576,13/11/2019,5900,13004,15795,4550,1703,112,28799,73339,LifePayMoneyBack,quarterly ,266732,3200784,PREMIUM,Personal-liberty,Please-pay-your-installment,18203,14/09/2020,282527,Shubham,7557,4430,Health-Insurance,49736,2415,34736,80BB,Accidental-death-benefit-rider,37925,-52075,32925,80CCC,FALSE,04/03/2020,19/11/2020
7396,HealthSuraksha,08/09/1991,email,821932976,11/03/2019,5190,13433,15277,19861,764,174,28710,388492,HealthSuraksha,yearly,362027,4344324,PREMIUM,Personal-liberty,Its Good,18137,06/02/2020,377304,Sona,6910,2516,Car-Insurance,30232,1144,15232,80BB,Critical-illness-rider,29769,-60231,24769,50BC,TRUE,16/11/2020,27/02/2020
7397,HealthSuraksha,16/07/2001,online,295361927,13/05/2019,3929,10475,13496,10299,1629,123,23971,207926,HeartBeat,half-yearly,231135,2773620,NON-PREMIUM,educational ,Please-pay-your-installment,18149,19/07/2020,244631,Sourabh,2236,2150,Life-Cover,23169,4090,8169,80CCC,Accidental-death-benefit-rider,20398,-69602,15398,50BC,TRUE,08/10/2020,03/05/2020
7398,HealthSuraksha,03/12/1991,cash,518967195,19/09/2019,3693,19270,10759,18230,156,118,30029,326542,LifePayMoneyBack,half-yearly,77639,931668,NON-PREMIUM,Health,Please-pay-your-installment,18022,22/12/2020,88398,Surendra,662,1674,Life-Cover,36040,2308,21040,80CCC,Accidental-death-benefit-rider,32509,-57491,27509,150CB,FALSE,19/02/2020,05/12/2020
7399,HeartBeat,05/04/2015,email,684160459,29/05/2019,7196,11756,17168,8085,808,169,28924,418932,iHealthPlan,yearly,113324,1359888,PREMIUM,Personal-liberty,Its Good,18030,20/03/2020,130492,Raja,5600,8284,Property-Insurance,44323,2645,29323,80CCC,Disability-rider,29700,-60300,24700,50BC,TRUE,07/01/2020,14/04/2020
7400,LifePayMoneyBack,17/12/2015,email,413805760,13/11/2019,2828,17308,17018,19704,1652,141,34326,108805,iHealthPlan,quarterly ,391628,4699536,PREMIUM,educational ,Please-pay-your-installment,18015,16/07/2020,408646,Raja,2642,4940,Life-Cover,30336,1482,15336,120CC,Accidental-death-benefit-rider,46643,-43357,41643,50BC,FALSE,05/07/2020,30/09/2020
7401,LifePayMoneyBack,27/06/2017,cash,541683336,21/10/2019,3837,14117,10876,17703,701,156,24993,227355,HealthSuraksha,yearly,184736,2216832,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18164,19/11/2020,195612,Raja,7306,4671,Life-Cover,29295,3088,14295,80BB,Disability-rider,42314,-47686,37314,150CB,TRUE,26/04/2020,23/06/2020
7402,HealthSuraksha,23/04/2010,email,879377911,07/04/2019,4954,14194,11648,19076,1761,110,25842,472674,HealthSuraksha,quarterly ,178120,2137440,NON-PREMIUM,educational ,Its Good,18220,06/08/2020,189768,Sourabh,8550,3924,Health-Insurance,37267,4724,22267,80BB,Disability-rider,40597,-49403,35597,50BC,FALSE,11/01/2020,15/04/2020
7403,iHealthPlan,11/02/2011,email,538657828,23/03/2019,5253,14107,18377,11759,408,163,32484,240287,HeartBeat,quarterly ,359539,4314468,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18100,22/09/2020,377916,Raja,9594,9335,Life-Cover,37993,3067,22993,120CC,Term-rider,43242,-46758,38242,150CB,FALSE,10/10/2020,01/06/2020
7404,LifePayMoneyBack,22/10/2005,online,460354028,05/03/2019,7172,17607,13828,2208,270,131,31435,466771,HealthSuraksha,yearly,459814,5517768,PREMIUM,Health,Please-pay-your-installment,18194,02/07/2020,473642,Sourabh,7950,5381,Car-Insurance,35323,3633,20323,120CC,Critical-illness-rider,24606,-65394,19606,50BC,FALSE,12/06/2020,22/02/2020
7405,HeartBeat,06/09/2008,email,606977412,03/05/2019,4182,12277,17107,12495,1597,179,29384,45035,iHealthPlan,quarterly ,478402,5740824,PREMIUM,Health,Its Good,18054,22/08/2020,495509,Surendra,5032,7000,Life-Cover,28815,4348,13815,120CC,Critical-illness-rider,38891,-51109,33891,80CCC,FALSE,03/12/2020,19/11/2020
7406,iHealthPlan,02/03/1992,email,329803181,16/02/2019,2037,17537,18403,9769,1763,113,35940,179006,LifePayMoneyBack,yearly,147986,1775832,NON-PREMIUM,educational ,Please-pay-your-installment,18048,07/11/2020,166389,Raja,3980,8667,Health-Insurance,47051,4201,32051,80CCC,Term-rider,30477,-59523,25477,50BC,TRUE,30/03/2020,16/12/2020
7407,LifePayMoneyBack,23/09/1991,online,895078369,10/02/2019,1037,16462,13374,9491,1685,197,29836,252067,iHealthPlan,quarterly ,483634,5803608,NON-PREMIUM,educational ,Its Good,18066,09/11/2020,497008,Sourabh,248,9253,Health-Insurance,36816,4535,21816,80BB,Disability-rider,21122,-68878,16122,80CCC,TRUE,22/07/2020,19/05/2020
7408,HealthSuraksha,19/03/2007,online,499186598,01/04/2019,5125,19951,18761,3164,1485,104,38712,196299,HealthSuraksha,quarterly ,156254,1875048,NON-PREMIUM,educational ,Its Good,18027,23/04/2020,175015,Sona,6437,6957,Health-Insurance,40533,4292,25533,120CC,Critical-illness-rider,37194,-52806,32194,80CCC,TRUE,03/08/2020,02/10/2020
7409,iHealthPlan,17/11/1994,cash,192838762,09/03/2019,2668,14927,11500,8394,1024,155,26427,320324,iHealthPlan,yearly,39485,473820,PREMIUM,Personal-liberty,Its Good,18199,04/08/2020,50985,Surendra,1700,9354,Car-Insurance,26585,3551,11585,120CC,Term-rider,26849,-63151,21849,80CCC,FALSE,14/07/2020,29/05/2020
7410,HealthSuraksha,28/09/1997,cash,170103238,15/03/2019,4141,16168,14669,16423,1420,198,30837,111887,LifePayMoneyBack,half-yearly,428597,5143164,PREMIUM,educational ,Its Good,17955,13/12/2020,443266,Raja,969,4901,Life-Cover,36106,1876,21106,80CCC,Accidental-death-benefit-rider,12401,-77599,7401,50BC,FALSE,29/09/2020,16/09/2020
7411,HeartBeat,05/07/2007,cash,617933060,04/12/2019,2590,12053,10910,11652,1683,129,22963,147804,HeartBeat,yearly,277768,3333216,NON-PREMIUM,Health,Its Good,18148,30/01/2020,288678,Raja,4411,6566,Car-Insurance,28999,1982,13999,80CCC,Disability-rider,42957,-47043,37957,50BC,TRUE,29/01/2020,03/10/2020
7412,LifePayMoneyBack,09/09/2010,email,729971468,22/07/2019,1965,17977,19242,19978,893,119,37219,38348,LifePayMoneyBack,yearly,457338,5488056,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18058,26/03/2020,476580,Raja,4540,3691,Health-Insurance,35741,3012,20741,80CCC,Critical-illness-rider,48735,-41265,43735,80CCC,FALSE,28/12/2020,27/09/2020
7413,LifePayMoneyBack,25/11/2004,email,700567362,15/12/2019,5773,19332,12990,3951,1958,147,32322,321346,HeartBeat,quarterly ,170874,2050488,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18128,07/05/2020,183864,Sourabh,9045,1598,Car-Insurance,45849,3854,30849,120CC,Critical-illness-rider,36932,-53068,31932,80CCC,TRUE,04/10/2020,02/03/2020
7414,iHealthPlan,12/02/2004,email,731163115,05/09/2019,5106,11818,13576,13322,110,117,25394,44394,HealthSuraksha,half-yearly,165595,1987140,NON-PREMIUM,educational ,Please-pay-your-installment,18013,27/03/2020,179171,Sona,5761,1945,Health-Insurance,36296,3921,21296,80CCC,Critical-illness-rider,46703,-43297,41703,80CCC,TRUE,09/05/2020,25/04/2020
7415,HeartBeat,02/07/2014,online,312640731,12/12/2019,1464,16893,14521,6033,287,126,31414,342356,LifePayMoneyBack,half-yearly,446213,5354556,NON-PREMIUM,educational ,Its Good,17968,24/07/2020,460734,Raja,5868,8976,Car-Insurance,49252,2745,34252,80BB,Accidental-death-benefit-rider,40492,-49508,35492,150CB,FALSE,26/12/2020,06/10/2020
7416,HealthSuraksha,11/01/2009,email,172010066,19/11/2019,6709,16973,10986,8922,1618,189,27959,220819,HealthSuraksha,quarterly ,114599,1375188,NON-PREMIUM,Personal-liberty,Its Good,18064,13/11/2020,125585,Shubham,1487,2007,Health-Insurance,23923,2729,8923,80CCC,Disability-rider,45797,-44203,40797,50BC,FALSE,30/09/2020,14/11/2020
7417,HealthSuraksha,18/07/1994,email,372173045,28/10/2019,9346,13727,11725,2758,1571,138,25452,99548,HealthSuraksha,yearly,371586,4459032,NON-PREMIUM,educational ,Please-pay-your-installment,18034,01/01/2020,383311,Surendra,3957,4622,Health-Insurance,43290,1061,28290,120CC,Critical-illness-rider,32938,-57062,27938,80CCC,TRUE,13/02/2020,20/10/2020
7418,HeartBeat,07/08/2000,cash,825788548,19/10/2019,3944,10818,12206,19195,995,127,23024,202831,HeartBeat,quarterly ,458206,5498472,NON-PREMIUM,Health,Its Good,18089,10/02/2020,470412,Raja,5810,3869,Property-Insurance,34395,2753,19395,80CCC,Accidental-death-benefit-rider,23272,-66728,18272,80CCC,TRUE,31/10/2020,23/10/2020
7419,HealthSuraksha,17/06/1995,online,663787160,17/03/2019,5414,14689,11408,17999,1266,179,26097,139917,HealthSuraksha,yearly,167613,2011356,PREMIUM,Health,Please-pay-your-installment,18187,30/08/2020,179021,Raja,3018,5646,Property-Insurance,35023,1269,20023,80CCC,Disability-rider,17457,-72543,12457,150CB,FALSE,02/09/2020,12/04/2020
7420,iHealthPlan,15/07/1997,online,235135275,08/05/2019,3771,17332,16395,4223,1358,162,33727,282119,HeartBeat,yearly,295806,3549672,NON-PREMIUM,Health,Its Good,18154,04/08/2020,312201,Sourabh,6748,4034,Life-Cover,32346,1257,17346,80CCC,Disability-rider,44033,-45967,39033,150CB,FALSE,09/12/2020,23/03/2020
7421,iHealthPlan,04/12/2004,online,712469714,01/01/2019,1657,18039,11953,19138,1135,140,29992,182656,HealthSuraksha,quarterly ,168220,2018640,PREMIUM,Personal-liberty,Please-pay-your-installment,18207,30/10/2020,180173,Raja,5558,5971,Health-Insurance,48902,4169,33902,80CCC,Disability-rider,30537,-59463,25537,150CB,TRUE,27/04/2020,10/08/2020
7422,iHealthPlan,29/01/1997,online,980850441,01/02/2019,6257,18862,15698,5229,1207,124,34560,129589,iHealthPlan,quarterly ,182277,2187324,PREMIUM,educational ,Its Good,18143,30/01/2020,197975,Shubham,8031,3215,Health-Insurance,29522,3986,14522,120CC,Term-rider,34331,-55669,29331,150CB,FALSE,19/03/2020,08/09/2020
7423,HeartBeat,24/03/2004,cash,158307744,06/03/2019,5505,13795,16465,18149,1408,172,30260,86291,HeartBeat,half-yearly,252333,3027996,PREMIUM,educational ,Please-pay-your-installment,18239,03/04/2020,268798,Sourabh,8514,337,Property-Insurance,47210,1931,32210,80CCC,Term-rider,23827,-66173,18827,150CB,TRUE,05/08/2020,11/02/2020
7424,HeartBeat,16/09/2017,online,683607139,02/12/2019,5227,15693,11245,19139,1111,140,26938,485285,iHealthPlan,quarterly ,374268,4491216,NON-PREMIUM,educational ,Please-pay-your-installment,18234,22/09/2020,385513,Surendra,4185,5898,Health-Insurance,46345,4886,31345,80BB,Term-rider,34501,-55499,29501,150CB,TRUE,28/12/2020,29/01/2020
7425,HeartBeat,26/03/2002,cash,870229501,05/12/2019,3730,17511,19642,16950,1992,113,37153,338461,iHealthPlan,quarterly ,422269,5067228,NON-PREMIUM,Personal-liberty,Its Good,18242,06/07/2020,441911,Sourabh,4178,9970,Car-Insurance,32769,4611,17769,80BB,Accidental-death-benefit-rider,32205,-57795,27205,150CB,FALSE,01/05/2020,30/03/2020
7426,iHealthPlan,01/11/1997,online,610347419,16/10/2019,4863,19462,17980,15080,883,136,37442,372260,iHealthPlan,half-yearly,84046,1008552,PREMIUM,Personal-liberty,Its Good,18039,28/06/2020,102026,Sona,215,4677,Health-Insurance,23269,3893,8269,120CC,Term-rider,29183,-60817,24183,150CB,FALSE,19/07/2020,21/08/2020
7427,LifePayMoneyBack,23/09/1992,email,315826527,06/08/2019,4844,18107,19804,14729,552,195,37911,264713,HealthSuraksha,half-yearly,134868,1618416,PREMIUM,Health,Please-pay-your-installment,17951,10/08/2020,154672,Sourabh,9703,6655,Car-Insurance,23019,2730,8019,80CCC,Accidental-death-benefit-rider,25551,-64449,20551,50BC,FALSE,03/05/2020,15/01/2020
7428,LifePayMoneyBack,05/11/2008,email,460214663,17/05/2019,1803,13292,15272,8723,1696,147,28564,466183,HealthSuraksha,quarterly ,406776,4881312,PREMIUM,educational ,Its Good,18135,28/04/2020,422048,Raja,1404,3559,Health-Insurance,49535,4837,34535,120CC,Term-rider,14648,-75352,9648,80CCC,FALSE,08/05/2020,02/09/2020
7429,iHealthPlan,15/09/1999,online,471270603,29/04/2019,7398,13248,13741,8039,793,191,26989,70761,LifePayMoneyBack,quarterly ,422626,5071512,NON-PREMIUM,educational ,Please-pay-your-installment,17986,20/01/2020,436367,Shubham,3066,3192,Health-Insurance,30256,1248,15256,80CCC,Accidental-death-benefit-rider,27628,-62372,22628,50BC,TRUE,15/04/2020,25/06/2020
7430,HeartBeat,31/12/2008,online,524347152,21/12/2019,3000,15336,15507,1164,1963,138,30843,44820,HeartBeat,half-yearly,405159,4861908,PREMIUM,Personal-liberty,Please-pay-your-installment,18170,23/01/2020,420666,Sona,569,3581,Car-Insurance,43634,3335,28634,80CCC,Disability-rider,21108,-68892,16108,80CCC,TRUE,12/05/2020,29/11/2020
7431,LifePayMoneyBack,03/12/2016,online,929334755,05/05/2019,5327,13474,15383,7668,682,148,28857,388904,LifePayMoneyBack,yearly,180288,2163456,NON-PREMIUM,educational ,Please-pay-your-installment,18073,17/01/2020,195671,Sona,2979,4082,Life-Cover,26146,1996,11146,80CCC,Disability-rider,38702,-51298,33702,50BC,FALSE,24/03/2020,25/11/2020
7432,LifePayMoneyBack,08/10/2003,online,328834249,16/05/2019,5503,17264,19019,12105,1816,138,36283,230353,LifePayMoneyBack,half-yearly,78085,937020,NON-PREMIUM,Health,Please-pay-your-installment,18040,06/01/2020,97104,Surendra,3522,4235,Car-Insurance,42216,1224,27216,80CCC,Accidental-death-benefit-rider,48678,-41322,43678,150CB,FALSE,17/03/2020,26/05/2020
7433,HealthSuraksha,04/05/2006,online,996306788,05/08/2019,4555,13506,11433,10507,1948,159,24939,134546,LifePayMoneyBack,quarterly ,165316,1983792,NON-PREMIUM,educational ,Please-pay-your-installment,18034,12/11/2020,176749,Raja,3115,4584,Life-Cover,49114,3325,34114,80BB,Term-rider,37940,-52060,32940,150CB,FALSE,15/04/2020,08/12/2020
7434,HealthSuraksha,03/10/1996,online,589054336,16/12/2019,8976,19802,14769,9426,996,186,34571,187244,LifePayMoneyBack,yearly,237116,2845392,NON-PREMIUM,educational ,Its Good,18025,12/10/2020,251885,Raja,5184,1627,Car-Insurance,38103,1868,23103,120CC,Critical-illness-rider,32357,-57643,27357,50BC,FALSE,07/11/2020,21/02/2020
7435,HeartBeat,29/08/1999,cash,102919750,14/05/2019,3236,13140,18231,10648,1393,190,31371,378133,iHealthPlan,half-yearly,235297,2823564,PREMIUM,Health,Please-pay-your-installment,17944,23/05/2020,253528,Sourabh,4085,1537,Property-Insurance,26027,3759,11027,80BB,Disability-rider,33158,-56842,28158,80CCC,FALSE,24/01/2020,22/12/2020
7436,HeartBeat,26/10/1995,online,274091461,15/10/2019,8185,18986,10669,19723,1463,124,29655,204217,HealthSuraksha,half-yearly,261691,3140292,NON-PREMIUM,educational ,Its Good,18166,28/04/2020,272360,Sona,2649,5109,Car-Insurance,22745,3716,7745,120CC,Disability-rider,10491,-79509,5491,80CCC,TRUE,18/07/2020,12/01/2020
7437,iHealthPlan,04/01/2006,cash,171028627,27/04/2019,5633,18195,16678,14767,519,184,34873,468557,HealthSuraksha,half-yearly,364874,4378488,PREMIUM,Health,Its Good,18095,05/07/2020,381552,Surendra,3791,130,Car-Insurance,31984,4603,16984,80BB,Term-rider,41618,-48382,36618,50BC,FALSE,08/06/2020,13/10/2020
